4.777777778, 112
0.03732638889, 567
0.0001458062066, 1275
2.278221978e-06, 2868
5.695554943e-07, 4302
3.559721851e-08, 6453
8.899304405e-09, 9679
4.449652202e-09, 14518
5.562066363e-10, 21777
2.781033182e-10, 32665
6.952571852e-11, 73495
4.777777778, 168
0.009331597222, 257
1.423888736e-07, 750
3.559721851e-08, 1429
8.899304405e-09, 2196
4.449652202e-09, 3376
5.562066363e-10, 9893
1.39051437e-10, 15211
6.952571852e-11, 18861
4.777777778, 300
